Function|Category|Subcategory|Category Title|Subcategory Title|Control|Control Family|Publication|Core|Privacy Baseline|Security Control Baseline - Low|Security Control Baseline - Moderate|Security Control Baseline - High
PROTECT (PR)|PR.IP|PR.IP-9|Information Protection Processes and Procedures|Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-9|Information Protection Processes and Procedures|Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-9|Information Protection Processes and Procedures|Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed|IR-09|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.IP|PR.IP-9|Information Protection Processes and Procedures|Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed|PE-17|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-9|Information Protection Processes and Procedures|Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed|CP-07|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.IP|PR.IP-9|Information Protection Processes and Procedures|Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed|CP-12|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.IP|PR.IP-9|Information Protection Processes and Procedures|Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed|CP-13|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.IP|PR.IP-9|Information Protection Processes and Procedures|Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed|IR-07|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.MA|PR.MA-1|Maintenance|Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools|MA-02|MAINTENANCE|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.MA|PR.MA-1|Maintenance|Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools|MA-03|MAINTENANCE|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.MA|PR.MA-1|Maintenance|Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools|MA-05|MAINTENANCE|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.MA|PR.MA-1|Maintenance|Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools|MA-06|MAINTENANCE|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.MA|PR.MA-2|Maintenance|Remote maintenance of organizational assets is approved, logged, and performed in a manner that prevents unauthorized access|MA-04|MAINTENANCE|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-02|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-06|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-12|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-16|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-04|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-13|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-07|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-01|Audit and Accountability|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-03|Audit and Accountability|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-05|Audit and Accountability|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-08|Audit and Accountability|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-09|Audit and Accountability|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-10|Audit and Accountability|SP 800-53 Rev. 4|Cybersecurity||||Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-11|Audit and Accountability|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-1|Protective Technology|Audit/log records are determined, documented, implemented, and reviewed in accordance with policy|AU-14|Audit and Accountability|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-2|Protective Technology|Removable media is protected and its use restricted according to policy|MP-08|MEDIA PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-2|Protective Technology|Removable media is protected and its use restricted according to policy|MP-02|MEDIA PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-2|Protective Technology|Removable media is protected and its use restricted according to policy|MP-03|MEDIA PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-2|Protective Technology|Removable media is protected and its use restricted according to policy|MP-04|MEDIA PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-2|Protective Technology|Removable media is protected and its use restricted according to policy|MP-05|MEDIA PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-2|Protective Technology|Removable media is protected and its use restricted according to policy|MP-07|MEDIA PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-3|Protective Technology|Access to systems and assets is controlled, incorporating the principle of least functionality|AC-03|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-3|Protective Technology|Access to systems and assets is controlled, incorporating the principle of least functionality|CM-07|CONFIGURATION MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|AC-04|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|CP-08|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|AC-17|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-07|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|AC-18|ACCESS CONTROL|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-19|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-20|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-21|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-22|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-23|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-24|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-25|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-29|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-32|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-36|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-37|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-38|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-39|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-40|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-41|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-43|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity||||
PROTECT (PR)|PR.PT|PR.PT-4|Protective Technology|Communications and control networks are protected|SC-10|SYSTEM AND COMMUNICATIONS PROTECTION|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
PRIVACY (PV)|PV.AP|PV.AP-01|Authority & Purpose|Authority to collect|AP-01|AUTHORITY AND PURPOSE|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.AP|PV.AP-02|Authority & Purpose|Purpose Specification|AP-02|AUTHORITY AND PURPOSE|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.AR|PV.AR-01|Accountability Audit & Risk Assessment|Governance and Privacy Program|AR-01|ACCOUNTABILITY, AUDIT, AND RISK MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.AR|PV.AR-02|Accountability Audit & Risk Assessment|Privacy Impact and Risk Assessment|AR-02|ACCOUNTABILITY, AUDIT, AND RISK MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.AR|PV.AR-03|Accountability Audit & Risk Assessment|Privacy Requirements for Contractors and Service Providers|AR-03|ACCOUNTABILITY, AUDIT, AND RISK MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.AR|PV.AR-04|Accountability Audit & Risk Assessment|Privacy Monitoring and Auditing|AR-04|ACCOUNTABILITY, AUDIT, AND RISK MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.AR|PV.AR-05|Accountability Audit & Risk Assessment|Privacy Awareness and Training|AR-05|ACCOUNTABILITY, AUDIT, AND RISK MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.AR|PV.AR-06|Accountability Audit & Risk Assessment|Privacy Reporting|AR-06|ACCOUNTABILITY, AUDIT, AND RISK MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.AR|PV.AR-07|Accountability Audit & Risk Assessment|Privacy-Enhanced System Design and Development|AR-07|ACCOUNTABILITY, AUDIT, AND RISK MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.AR|PV.AR-08|Accountability Audit & Risk Assessment|Accounting of Disclosures|AR-08|ACCOUNTABILITY, AUDIT, AND RISK MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.DI|PV.DI-1|Data Quality & Integrity|Data Quality|DI-01|DATA QUALITY AND INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.DI|PV.DI-2|Data Quality & Integrity|Data Integrity and Data Integrity Board|DI-02|DATA QUALITY AND INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.DM|PV.DM-1|Data Minimization & Retention|Minimization of Personally Identifiable Information|DM-01|DATA MINIMIZATION AND RETENTION|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.DM|PV.DM-2|Data Minimization & Retention|Data Retention and Disposal|DM-02|DATA MINIMIZATION AND RETENTION|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.DM|PV.DM-3|Data Minimization & Retention|Data Retention and Disposal|DM-03|DATA MINIMIZATION AND RETENTION|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.IP|PV.IP-1|Individual Participation and Redress|Consent|IP-01|INDIVIDUAL PARTICIPATION AND REDRESS|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.IP|PV.IP-2|Individual Participation and Redress|Individual Access|IP-02|INDIVIDUAL PARTICIPATION AND REDRESS|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.IP|PV.IP-3|Individual Participation and Redress|Redress|IP-03|INDIVIDUAL PARTICIPATION AND REDRESS|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.IP|PV.IP-4|Individual Participation and Redress|Complaint Management|IP-04|INDIVIDUAL PARTICIPATION AND REDRESS|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.SE|PV.SE-1|Security|Inventory of Personally Identifiable Information|SE-01|SECURITY|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.SE|PV.SE-2|Security|Privacy Incident Response|SE-02|SECURITY|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.TR|PV.TR-1|Transparency|Privacy Notice|TR-01|TRANSPARENCY|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.TR|PV.TR-2|Transparency|System of Records Notices and Privacy Act Statements|TR-02|TRANSPARENCY|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.TR|PV.TR-3|Transparency|Dissemination of Privacy Program Information|TR-03|TRANSPARENCY|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.UL|PV.UL-1|Use Limitation|Internal Use|UL-01|USE LIMITATION|SP 800-53 Rev. 4|Cybersecurity||||
PRIVACY (PV)|PV.UL|PV.UL-2|Use Limitation|Information Sharing with Third Parties|UL-02|USE LIMITATION|SP 800-53 Rev. 4|Cybersecurity||||
RECOVER (RC)|RC.CO|RC.CO-3|Communications|Recovery activities are communicated to internal stakeholders and executive and management teams|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RECOVER (RC)|RC.CO|RC.CO-3|Communications|Recovery activities are communicated to internal stakeholders and executive and management teams|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RECOVER (RC)|RC.IM|RC.IM-1|Improvements|Recovery plans incorporate lessons learned|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RECOVER (RC)|RC.IM|RC.IM-1|Improvements|Recovery plans incorporate lessons learned|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RECOVER (RC)|RC.IM|RC.IM-1|Improvements|Recovery plans incorporate lessons learned|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RECOVER (RC)|RC.IM|RC.IM-2|Improvements|Recovery strategies are updated|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RECOVER (RC)|RC.IM|RC.IM-2|Improvements|Recovery strategies are updated|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RECOVER (RC)|RC.IM|RC.IM-2|Improvements|Recovery strategies are updated|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RECOVER (RC)|RC.RP|RC.RP-1|Recovery Planning|Recovery plan is executed during or after an event|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RECOVER (RC)|RC.RP|RC.RP-1|Recovery Planning|Recovery plan is executed during or after an event|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RECOVER (RC)|RC.RP|RC.RP-1|Recovery Planning|Recovery plan is executed during or after an event|CP-10|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-1|Analysis|Notifications from detection systems are investigated |AU-06|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-1|Analysis|Notifications from detection systems are investigated |SI-04|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-1|Analysis|Notifications from detection systems are investigated |CA-07|ASSESSMENT, AUTHORIZATION, AND MONITORING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-1|Analysis|Notifications from detection systems are investigated |IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-1|Analysis|Notifications from detection systems are investigated |PE-06|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-1|Analysis|Notifications from detection systems are investigated |IR-05|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-2|Analysis|The impact of the incident is understood|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-2|Analysis|The impact of the incident is understood|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-3|Analysis|Forensics are performed|AU-07|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity|||Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-3|Analysis|Forensics are performed|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-4|Analysis|Incidents are categorized consistent with response plans|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-4|Analysis|Incidents are categorized consistent with response plans|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-4|Analysis|Incidents are categorized consistent with response plans|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.AN|RS.AN-4|Analysis|Incidents are categorized consistent with response plans|IR-05|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-1|Communications|Personnel know their roles and order of operations when a response is needed|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-1|Communications|Personnel know their roles and order of operations when a response is needed|IR-03|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes||Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-1|Communications|Personnel know their roles and order of operations when a response is needed|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-1|Communications|Personnel know their roles and order of operations when a response is needed|CP-03|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-2|Communications|Events are reported consistent with established criteria|AU-06|AUDIT AND ACCOUNTABILITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-2|Communications|Events are reported consistent with established criteria|IR-06|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-2|Communications|Events are reported consistent with established criteria|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-3|Communications|Information is shared consistent with response plans|SI-04|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-3|Communications|Information is shared consistent with response plans|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-3|Communications|Information is shared consistent with response plans|CA-02|ASSESSMENT, AUTHORIZATION, AND MONITORING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-3|Communications|Information is shared consistent with response plans|CA-07|ASSESSMENT, AUTHORIZATION, AND MONITORING|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-3|Communications|Information is shared consistent with response plans|RA-05|RISK ASSESSMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-3|Communications|Information is shared consistent with response plans|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-3|Communications|Information is shared consistent with response plans|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-3|Communications|Information is shared consistent with response plans|PE-06|PHYSICAL AND ENVIRONMENTAL PROTECTION|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-4|Communications|Coordination with stakeholders occurs consistent with response plans|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-4|Communications|Coordination with stakeholders occurs consistent with response plans|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-4|Communications|Coordination with stakeholders occurs consistent with response plans|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-5|Communications|Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness |SI-05|SYSTEM AND INFORMATION INTEGRITY|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.CO|RS.CO-5|Communications|Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness |PM-15|PROGRAM MANAGEMENT|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.IM|RS.IM-1|Improvements|Response plans incorporate lessons learned|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.IM|RS.IM-1|Improvements|Response plans incorporate lessons learned|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.IM|RS.IM-1|Improvements|Response plans incorporate lessons learned|IR-08|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
RESPOND (RS)|RS.IM|RS.IM-2|Improvements|Response strategies are updated|CP-02|CONTINGENCY PLANNING|SP 800-53 Rev. 4|Cybersecurity||Yes|Yes|Yes
RESPOND (RS)|RS.IM|RS.IM-2|Improvements|Response strategies are updated|IR-04|INCIDENT RESPONSE|SP 800-53 Rev. 4|Cybersecurity|Yes|Yes|Yes|Yes
